"mean_DFS","mean_BFS","mean_diff","t_stat","df","p_value","ci_low","ci_high"
1.3796574,1.4531974,-0.07354,-5.49035680176862,4999,4.20941531213655e-08,-0.0997988868594198,-0.0472811131405801
